name,voice_model,bio,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
Skuli,MaleChild,"Skuli est un garçon nordique vivant à La Crevasse dans l'Auberge du Vieux-Hroldan, située à l'est de Markarth. il est le fils d'Eydis, le propriétaire de l'auberge, et son père était Firir. il est également l'un des rares enfants commerçants.
Skuli ""maman, où est passé papa ?"" Skuli ""la dernière fois tu as dit qu'il se battait pour l'empire.""",/wiki/Skuli,NordMaleChild,MaleChild,Nord,Male,Human,0199D0,013B78,Bethesda,en,
Skulvar Sable-Lame,MaleNord,"Skulvar Sable-Lame est un maître des écuries nordiques. il travaille aux Écuries de Blancherive à l'extérieur de Blancherive.
skulvar vend des chevaux aux Écuries de Blancherive pour Lillith Tisse-Reine, la propriétaire. il pense que son fils, Jervar, n'est pas assez intelligent pour être un maître d'écurie comme lui. aucun des chevaux en sa possession n'a plus de neuf ans et le plus jeune Cheval a six ans. le Cheval qu'il vend a sept ans.
skulvar peut être une cible pour cette quête de compagnon. l'Enfant de Dragon doit le localiser dans un lieu radiant, et le ramener à Blancherive.
skulvar : ""tu ferres ce hongre, mon garçon ?"" Jervar : ""oui, père."" skulvar : ""la toiletter aussi ?"" oui, mon père, je l'ai fait, je l'ai abreuvée, j'ai reçu de la nourriture fraîche et j'ai remonté la vieille selle, comme tu l'as demandé, y a-t-il autre chose ?"" Skulvar : "" Je ne suppose pas qu'il y en ait, mais tu n'en as pas. être si piquant. """,/wiki/Skulvar_Sable-Hilt,NordMale,MaleNord,Nord,Male,Human,01A69C,013BB7,Bethesda,en,
Égorgeur,MaleDarkElfCommoner,"Égorgeur est un dunmer et la Garde du corps de Mogrul. on le retrouve à Corberoc, constamment à ses côtés.",/wiki/Slitter,DunmerMaleCommoner,DLC2MaleDarkElfCommoner,Dunmer,Male,Elf,19598,19596,Bethesda,cs,
Snilf,MaleCoward,"il est possible qu'au lieu d'avoir la possibilité de lui donner une pièce d'or, il se mette à déclamer comment sa femme et sa fille ont été tuées par des brigands qui ont ensuite incendié sa maison, le mettant dans la situation où il se trouve actuellement.
il dit aussi qu'Edda est Joyeux, car elle est folle et ne peut donc pas voir le vrai visage de la réalité. parfois, il entre dans le Dard de l'abeille et se met à crier après les gens sur les difficultés de sa vie, pour ensuite repartir. il dort la nuit allée des mendiants.
s'il reçoit une pièce de monnaie, l'enfant de dragon recevra le don de la charité. parce que faire un don est considéré comme une aide aux citoyens, cela rapprochera l'enfant de dragon de devenir le thane de La Brèche.
Snilf est également l'un des deux mendiants de Faillaise (l'autre étant Edda) pouvant servir à charger la lame d'ébène obtenue lors de la quête ""la porte qui murmure"". en utilisant Pierre du Rituel pour les ranimer tous les deux, ils peuvent être tués à nouveau pour une mise à mort supplémentaire vers la charge de la lame d'ébène. s'il reçoit une pièce d'or, Snilf laissera une lettre d'héritage à son décès.",/wiki/Snilf,NordMaleCoward,MaleCoward,Nord,Male,Human,044A8E,01B071,Bethesda,en,
Snilling,MaleCommonerAccented,"Snilling est un Nordique Fermier de Bordeciel qui habite à la Ferme de Katla. il est le mari de Katla et le père de Knud. Silling passe la plupart de son temps à l'intérieur, à manger ou à dormir. sa femme dira que cela ne la dérange pas de faire l'agriculture, car Snilling ne ferait que se blesser et elle le laisse faire les tâches ménagères à l'intérieur.
Snilling : ""Il fait trop froid pour mes os, mais ça ne semble jamais t'arrêter, ma chérie."" Snilling : ""Je vais voir si je ne peux pas travailler à l'intérieur, là où il fait chaud.""",/wiki/Snilling,NordMaleCommonerAccented,MaleCommonerAccented,Nord,Male,Human,0198DA,0132A6,Bethesda,en,
Snorreid,MaleCommonerAccented,"Snorreid est un employé nordique de l'Entrepôt oriental de la Compagnie de l'Empire à Solitude. on le trouve en train de dormir sur son sac de couchage.
lors de l'interaction, Snorreid dit à l'enfant de dragon : « tu n'es pas censé être ici », sans se lever de son sac de couchage. il dort à tout moment de la journée et ne se lèvera qu'en cas de combat.",/wiki/Snorreid,NordMaleCommonerAccented,MaleCommonerAccented,Nord,Male,Human,07E5EF,07E5EC,Bethesda,en,
Sofie,FemaleChild,"Sofie est une enfant nordique que l'on peut voir se promener en Vendeaume avec un panier de fleurs. elle vend des fleurs et des paniers de fleurs pour gagner de l'argent et se nourrir. on la trouve en train de dormir dehors devant la Maison de Niranyë à côté d'un tonneau.
sa mère est morte quand Sofie était jeune et son père était un soldat sombrage tué au combat. l'enfant de dragon a la possibilité de l'adopter grâce au nouveau mécanisme d'adoption.",/wiki/Sofie,NordFemaleChild,FemaleChild,Nord,Female,Human,4031,00403B,Bethesda,en,
Sogrlaf,MaleYoungEager,"Sogrlaf est un Marin Nordique que l'on peut trouver aux Quais de Vendeaume sur le navire Northern Maiden. il travaille pour le Capitaine Gjalund Loup-de-Mer. Après que l'Enfant de Dragon ait navigué vers Solstheim, Sogrlaf se trouve sur la jeune fille du nord à Corberoc. il porte une tenue de ferme, porte de l'or et est équipé d'un poignard en acier.",/wiki/Sogrlaf,NordMaleYoungEager,MaleYoungEager,Nord,Male,Human,0376F8,0376F4,Bethesda,en,
Solaf,MaleBrute,"Solaf est un marchand de marchandises générales Nordique à Épervine.
ancien Soldat sombrage, Solaf possède aujourd'hui la boutique de commerce local d'Épervine, la Boutique Grispin. il a un frère cadet nommé Bolund.
Si l'Enfant de Dragon tue Narri, ils recevront plus tard une lettre de Solaf, déclarant qu'il sait qu'ils les ont tués et qu'il veut les en remercier. si on lui parle après avoir reçu la lettre, on découvrira qu'elle était sa rivale et qu'il souhaite ne plus jamais en parler.
Solaf : ""Épervine est notre maison, un endroit où nous avons de bons emplois sous la direction d'un bon jarl. Jusqu'à ce que la guerre arrive, nous restons sur place."" Bolund : ""Épervine, c'est l'endroit où les gens vont mourir. On pourrait se battre, reprendre les terres nordiques !""",/wiki/Solaf,NordMaleBrute,MaleBrute,Nord,Male,Human,01981E,13652,Bethesda,en,
Soldat,MaleOrc,"un Soldat est un bandit orsimer trouvé à Bordeciel. il s'agit d'une rencontre aléatoire et exige un paiement lorsque l'enfant de dragon le croise. il est généralement suivi d'un Mage Bréton et d'un Soldat dunmer.
il est évident qu'il ne s'agit pas en réalité de soldats impériaux, mais plutôt d'imitateurs, probablement de simples bandits. les corps nus des véritables soldats impériaux qu'ils ont tués ou trouvés morts et dont ils ont pillé l'armure peuvent être vus à proximité.
si la demande de l'Orque n'est pas acceptée, ils tenteront de tuer l'Enfant de Dragon. même s'ils sont Impériaux, voire légats, ils exigeront toujours un paiement, mais une option de dialogue apparaîtra, dans laquelle l'enfant de dragon pourra déclarer qu'il sait qu'il n'est pas un Soldat impérial, ce qui l'amènera à attaquer. si l'enfant de dragon est une cape-tempête, il peut déclarer son rejet de l'autorité impériale, ce qui le poussera également à attaquer.",/wiki/Soldier,OrsimerMale,MaleOrc,Orsimer,Male,Elf,,09F7EA,Bethesda,ru,
Sondas Drénim,MaleDunmer,"Sondas Drénim est un dunmer trouvé dans la Mine de Doroc, au Gué du Sombreflot.
Lorsqu'on lui a demandé, Sondas mentionne qu'il « extrayait du minerai depuis plus d'un siècle ». elfe au bon cœur, il se soucie également de la santé de ses camarades mineurs, passant des commandes de médicaments à La Fiole blanche pour soulager les quintes de toux dues à l'épaisse poussière souterraine, ainsi qu'agissant comme une sorte de père de substitution pour le père de Tormir. fille, Hrefna.
Lorsqu'on lui demande depuis combien de temps il exploite des mines, Sondas mentionne que les mineurs toussent à cause de la poussière. il demande à l'enfant de dragon d'envoyer un message à Quintus Navale à La Fiole blanche en Vendeaume pour obtenir des médicaments.
posséder l'amulette de Mara et lui parler après avoir terminé sa quête ouvre Sondas en tant qu'épouse potentielle pour l'enfant de dragon. on le trouve généralement en train d'extraire du minerai de corindon, bien qu'il soit souvent assis près du feu de camp près des tentes à l'extérieur de la mine.",/wiki/Sondas_Drenim,DunmerMale,MaleDarkElf,Dunmer,Male,Elf,01B08E,01366B,Bethesda,cs,
Sonir,FemaleYoungEager,"Sonir est un Barde qui peut être embauché pour rester au Manoir Bourduvent et jouer pour l'Enfant de Dragon.
elle peut également jouer du luth, du tambour et de la flûte et proposera d'interpréter la musique instrumentale du choix de l'enfant de dragon.
laissée seule, elle se promènera souvent dans la résidence en interagissant avec des meubles tels que des laboratoires d'alchimie et des enchanteurs arcaniques, ainsi qu'en s'asseyant dans le hall principal.",/wiki/Sonir,NordFemaleYoungEager,FemaleYoungEager,Nord,Female,Human,19632,19630,Bethesda,en,
Sorex Vinius,MaleSlyCynical,"Sorex Vinius, un jeune Impérial, vit dans la ville de Solitude. il vit et travaille au Ragnard pervers, une auberge/taverne populaire qui appartient et est dirigée par son père Corpulus.
 Sorex a une sœur cadette nommée Minette. Sorex se trouve généralement dans les pervers du Ragnard.
Sorex admet qu'il n'aimait pas Roggvir (qui a récemment été exécuté pour trahison), car Roggvir lui faisait des farces dans sa jeunesse. Quand Sorex était plus jeune, il avait des sentiments amoureux pour une Brétonne nommée Vivienne Onis. Vivienne est la nièce d'une femme plus âgée nommée Angéline, qui tient la boutique d'alchimie Breuvages d'Angeline juste à côté du Ragnard pervers.",/wiki/Sorex_Vinius,ImperialMaleSlyCynical,MaleSlyCynical,Imperial,Male,Human,0198A3,0132A7,Bethesda,pt,Shawn - started
Sorine Jurard,FemaleEvenToned,"Sorine Jurard est Brétonne et experte en technologie dwemer. elle devient la spécialiste des armes de la Garde de l'Aube, principalement en arbalètes. elle utilise ses connaissances sur la technologie dwemer pour aider à améliorer les arbalètes et les carreaux de la Garde de l'Aube.
elle était une ancienne associée d'Isran il y a de nombreuses années, mais elle est partie en mauvais termes lorsqu'il lui a clairement fait comprendre qu'il n'avait plus besoin de son aide. Après son départ, elle a continué à s'intéresser à la technologie dwemer et, pour la dernière fois, elle se trouvait quelque part à La Crevasse, tentant de découvrir une grande ruine dwemer.
Isran charge l'Enfant de Dragon de recruter Sorine dans la Garde de l'Aube. elle se trouve à l'ouest de la Redoute de Druadach et au sud de la Grotte de Sombrechute, à l'emplacement non signalé des ruines dwemers : druadach. lors de sa première rencontre, elle se plaint de ne pas trouver sa sacoche de gyroscopes nains et soupçonne que des vasards les ont peut-être volés. elle demande à l'Enfant de Dragon de récupérer soit le sac volé, soit de lui trouver un seul gyroscope. une fois la quête terminée, elle peut être trouvée au Fort de la Garde de l'Aube, après avoir échangé son armure de cuir contre une armure de la Garde de l'Aube.
Sorine vous expliquera qu'elle a trouvé un schéma pouvant fournir une nouvelle amélioration ou un nouveau type de munitions pour l'arbalète. elle demande à l'enfant de dragon de le récupérer dans un endroit radiant, généralement une ruine naine ou un bastion de bandits. une fois le schéma livré, elle apprendra à l'enfant de dragon comment fabriquer l'objet, à condition que l'avantage de forge correspondant ait été débloqué. l'accès à des armes et des munitions supplémentaires sera accordé aux enfants de dragon, bien qu'aucun membre de la Garde de l'Aube n'en profite également.
au Fort de la Garde de l'Aube, elle fait office de marchande de marchandises générales, et vend notamment environ 200 boulons d'acier à la fois. elle peut également dispenser une formation en tir à l'arc jusqu'au niveau master. une fois ses quêtes de « technologie ancienne » terminées, elle commencera à vendre les nouvelles armes et munitions de son inventaire.
il est possible pour l'enfant de dragon d'acquérir un grand nombre de boulons d'acier même s'il s'est rangé du côté des vampires en utilisant l'exploit suivant. il faut d'abord que la quête ""détruire la Garde de l'Aube"" soit active. Cependant, avant d'aller au fort, créez une potion d'illusion de fortification. Maintenant, entrez dans le fort, buvez la potion et lancez le sort harmonie de niveau maître. si la potion est suffisamment puissante, la Garde de l'Aube ne combattra pas les enfants de dragon et leur permettra en outre de discuter et de faire leurs courses avec eux. cet exploit peut être utilisé pour acheter un Troll en armure, une arbalète, des carreaux et des tomes de sorts qui sont par ailleurs exclusifs à la Garde de l'Aube.
je reviens d'Orotheim (ou d'un autre endroit) avec le schéma de l'arbalète amélioré. ""Vous êtes de retour et vivant en plus ! fantastique. hmmm... je vois. des nains intelligents. avec une technique similaire et un peu de bricolage, je devrais pouvoir améliorer les capacités de nos arbalètes. je me demande souvent où nous serions si les dwemers étaient toujours là, eh bien, nous devrons nous débrouiller avec les restes que nous trouvons ici, laissez-moi vous montrer comment c'est fait... en supposant que vous ayez les compétences de forgeron, vous devriez pouvoir le fabriquer vous-même. La forge de Gunmar, de toute façon, j'en aurai bientôt à vendre.
je reviens du Cap de Treva (ou d'un autre endroit) avec le schéma de l'éclair de feu explosif dwemer. ""ooh, bien. Je commençais juste à m'ennuyer. Voudrais-tu regarder ça. Un carreau d'arbalète qui explose. Ça devrait être amusant ! Tiens. laisse-moi te montrer comment ça marche... j'en aurai bientôt à vendre. ""
je reviens de Fahlbtharz (ou d'un autre endroit) avec le schéma du boulon de glace explosant dwemer. ""Voyons ce que vous avez là. Je vois... semblable à l'éclair qui explose, seul celui-ci causera des dégâts en brisant des éclats de glace tranchants comme du verre. charmant ! ici. laissez-moi vous montrer comment c'est fait... En supposant que vous ayez les compétences en forge, vous devriez pouvoir le fabriquer vous-même à la forge de Gunmar, j'en aurai bientôt à vendre.
je reviens de la Mine de Bilegulch (ou d'un autre endroit) avec le schéma du boulon de choc explosif dwemer. ""Déjà de retour ? J'ai hâte. Voyons... ooh ! ce diagramme explique comment fabriquer un boulon qui enverra une secousse de choc à travers tout ce qu'il heurtera. tester cela nécessitera quelques précautions supplémentaires, je pense. ici. laissez ""Je vais vous montrer comment ça marche... j'en aurai bientôt à vendre.""
je reviens de la Tour de guet de la Brèche (ou d'un autre endroit) avec le schéma de l'arbalète naine. ""Tu ne déçois jamais. Qu'est-ce que tu as là ? est-ce vraiment... c'est le cas ! J'espérais que nous trouverions ça. C'est un schéma pour une arbalète dwemer. beaucoup plus sophistiquée et puissante que celles que nous utilisons . ici. laissez-moi vous montrer comment c'est fabriqué... en supposant que vous ayez les compétences de forgeron, vous devriez pouvoir le fabriquer vous-même à la forge de Gunmar, j'en aurai bientôt à vendre.
je reviens de Kagrenzel (ou d'un autre endroit) avec le schéma amélioré de l'arbalète naine. ""Vous ne décevez jamais. Qu'avez-vous là ? Maintenant, c'est une trouvaille ! Des plans pour améliorer l'arbalète Dwemer. Cela devrait ajouter un peu de punch supplémentaire à une arme déjà dévastatrice. Ici. laissez-moi vous montrer comment cela fonctionne... je J'en aurai bientôt à vendre.""",/wiki/Sorine_Jurard,BretonFemaleEvenToned,FemaleEvenToned,Breton,Female,Human,3475,00336B,Bethesda,fr,
Sorli la Fondatrice,FemaleCommander,"Sorli la Fondatrice est une Nordique résidente de Tertral. elle est l'épouse de Pactur, le surveillant de la Mine de Vaseroc. Contrairement aux mineurs qui dorment sous des tentes, Sorli vit dans une chaumière avec Pactur et leur fils Sirgar. elle deviendra jarl de Hjaalmarche si les capes-tempête libèrent Morthal.
Si l'Enfant de Dragon se range du côté des Stormcloaks pendant la guerre civile, Sorli remplace Idgrod Ailedejais en tant que jarl de Morthal. après avoir été nommée avec le nouveau titre, elle s'installe à la Salle Hautelune avec son mari Pactur comme intendant et un ouvrier de Tertral, Teeba-Ei, qui lui sert de maison. les primes de la cale de Hjaalmarche peuvent être collectées directement auprès d'elle.
",/wiki/Sorli_the_Builder,NordFemaleCommander,FemaleCommander,Nord,Female,Human,01AA57,13606,Bethesda,en,
Sosia Tremellia,FemaleSultry,Sosia Tremellia est une mineure impériale. elle est l'épouse de Skaggi le Balafré et se trouve à l'extérieur de la Mine de Maingauche.,/wiki/Sosia_Tremellia,ImperialFemaleSultry,FemaleSultry,Imperial,Female,Human,0199B2,0133B9,Bethesda,pt,
Assassin spectral,MaleEvenToned,"l'Assassin spectral est le disciple fantomatique invoqué par le pouvoir spectral Assassin. il est l'esprit de Lucien Lachance, un porte-parole de la confrérie noire décédé depuis longtemps.
Lucien peut être invoqué par le joueur en utilisant le pouvoir spectral Assassin du même nom. Assassin spectral est un pouvoir donné par Astrid après avoir terminé la quête ""lié jusqu'à la mort"". il peut être invoqué une fois par jour et sert de disciple. il n'a pas de niveau maximum et ne comptera pas comme ayant un adepte lorsqu'il sera invoqué.
L'Assassin spectral était connu sous le nom de Lucien Lachance de son vivant, et était un porte-parole de la confrérie noire lors de la crise de l'oubli en 3e 433, peu après l'assassinat de l'empereur Uriel Septim VII. Lucien a ensuite été assassiné par des orateurs de la main noire après avoir été pris pour un traître, qui était en réalité Mathieu Bellamont, qui cherchait à se venger de Lucien après que l'Assassin ait tué sa mère. la Mère de la Nuit reconnut Lucien comme étant fidèle à la confrérie, gardant son Âme dans le vide de sithis, et fit invoquer son esprit par la confrérie en récompense.
le spectre Assassin commente souvent ses journées de travail pour la confrérie, les décisions de l'enfant de dragon au cours de la série de quêtes de la confrérie noire et le fait que lui et eux sont connectés à travers le vide. il exprime souvent clairement sa ferveur et son dévouement à la fraternité dans ses remarques.
le spectral Assassin porte un poignard en acier au combat et porte des robes enveloppées, des bandages pour les mains enveloppés, des chaussures enveloppées et une capuche enveloppée, bénéficiant de leur utilisation. bien qu'il soit un adepte, aucun des objets du spectre Assassin, y compris les armes et les vêtements, ne peut être échangé, car il ne peut pas être volé à la tire ni lui parler directement.",/wiki/Spectral_Assassin_(Skyrim),ImperialMaleEvenToned,MaleEvenToned,Imperial,Male,Human,,0A0E49,Bethesda,pt,
Esprit du Vieux Voyageur,MaleNord,"Esprit du Vieux Voyageur est un Nordique mort-vivant à Bordeciel. curieusement, il n'a pas de tête, ce qui en fait l'un des deux seuls fantômes du jeu sans l'un, l'autre étant le Cavalier sans tête.
au lieu-dit Col de l'Inconstance, on peut trouver un étrange crâne nommé ""ancien crâne de voyageur vampire"".",/wiki/Spirit_of_the_Ancient_Traveler,NordMale,MaleNord,Nord,Male,Human,,0F6768,Bethesda,en,
Stalf,MaleCommander,"Stalf, un homme nordique, est un vampire et membre du clan des vampires volkihar.
Stalf réside au Château Volkihar. dans la querelle entre les autres vampires Volkihars Orthjolf (un homme nordique) et Vingalmo (un homme altmer), Stalf se range du côté d'Orthjolf et lui est fidèle, tout en restant finalement soumis au Seigneur Harkon, le dirigeant du clan volkihar.",/wiki/Stalf,NordMaleCommander,MaleCommander,Nord,Male,Human,0033B1,3368,Bethesda,en,Shawn - kinda done
Stalleo,MaleNord,"Stalleo se trouve à l’extérieur du Cap de Treva.
Stalleo est un Nordique qui se trouve à l'extérieur du côté est du Cap de Treva, et propose la quête ""infiltration"". même une fois la quête terminée, on le trouve souvent dans le camp juste à l'extérieur du fort.
Stalleo vivait autrefois avec sa famille au Cap de Treva, leur château personnel. après la mort du Haut-roi Torygg, il y eut des tensions entre Stalleo et son rival brurid. Finalement, lui et ses hommes partirent pour aider dans la guerre en cours entre les impériaux et les rebelles Stormcloaks. ce faisant, Brurid et un plus grand groupe de bandits ont pris le contrôle de son château. Stalléo mentionne qu'il a tenté de reprendre le château avec ses hommes, mais que cela a mal tourné, comme il le décrit à l'Enfant de Dragon. de ses hommes, il ne reste que Stalleo et deux de ses gardes du corps.
l'Enfant de Dragon est invité à infiltrer le Cap de Treva et à aider Stalléo et ses gardes du corps à reprendre le fort.
que se passe t-il ici? ""Enfin, des renforts sont arrivés. Mais je m'attendais à plus, tu ferais mieux d'être sage.""",/wiki/Stalleo,NordMale,MaleNord,Nord,Male,Human,04B4AA,04B4AF,Bethesda,en,
Pieds-dans-l'Eau,MaleArgonian,"Pieds-dans-l'Eau est un Argonien vivant au Foyer argonien des Quais de Vendeaume à Vendeaume.
il est probablement l'un des Argoniens les plus âgés résidant sur les quais, car il remarque à quel point les jeunes ont oublié la liberté de leur foyer. il est également utilisateur de skooma et demandera à l'enfant de dragon d'en ""acquérir"" afin de nourrir ses envies.
il demandera à l'enfant de dragon de voler une bouteille de skooma bidistillé au Club de la Nouvelle Gnisis.",/wiki/Stands-In-Shallows,ArgonianMale,MaleArgonian,Argonian,Male,Argonian,01B142,14130,Bethesda,tr,
Staubin,MaleWarlock,"Staubin est un Invocateur Bréton décédé et un érudit des Dwemers. son Cadavre se trouve à l'intérieur de la salle Nchuand-Zel - Poste de contrôle. son journal se trouve à côté de lui. il fut tué, avec ses compagnons Erj, Stromm et Krag, par les Falmer.
L'expédition perdue est une quête visant à restaurer l'ancien pouvoir de la ville de Nchuand-Zel et à découvrir ce qui est arrivé au groupe d'expédition disparu qui est parti explorer la ville abandonnée. la quête s'obtient en lisant les notes d'Alethius à côté de son cadavre dans le Nchuand-Zel - Site de fouilles.",/wiki/Staubin,BretonMaleWarlock,MaleWarlock,Breton,Male,Human,08E8FA,93821,Bethesda,fr,Deceased - Probably not interactable
Stenvar,MaleBrute,"Stenvar, un Nordique, est un Mercenaire qui vit en Vendeaume. il est chauve et porte une épaisse barbe grisonnante. on le retrouve souvent au deuxième étage de l'Auberge du Candelâtre. L'Auberge du Candelâtre est une taverne/auberge populaire en Vendeaume et est gérée par une femme nordique d'âge moyen nommée Elda Primaube.
Stenvar facture les frais standard de 500 pièces d'or pour recruter un mercenaire, après quoi il suivra son client dans ses voyages. lorsqu'il est démis de son service mercenaire, il retourne généralement en Vendeaume. après avoir été embauché par le joueur, et si le joueur porte une amulette de mara (signalant son intention de trouver un conjoint), Stenvar exprimera son intérêt à épouser le joueur et acceptera une demande en mariage. Si Stenvar et le joueur commencent à faire la cour, la voix de Stenvar prendra un ton plus doux et plus affectueux.
Si Stenvar et le joueur se marient, Stenvar ouvrira un magasin d'articles généraux pour fournir un revenu supplémentaire à lui-même et à sa nouvelle épouse. Stenvar donnera ensuite à son épouse 100 pièces d’or par jour provenant des bénéfices du magasin. le joueur pourra également acheter, vendre et échanger des marchandises de l’inventaire du magasin avec Stenvar.
En matière de combat, les spécialités de Stenvar sont l'utilisation d'armures lourdes, l'utilisation de boucliers, les armes de mêlée à deux mains et le tir à l'arc. il est assez doué avec les armes de mêlée à deux mains, et il le mentionnera probablement au joueur dès la première rencontre, dans le but de persuader le joueur d'acheter ses services de Mercenaire. sa tenue par défaut est un ensemble d'armures en acier. son arme par défaut est un arc de chasse avec un carquois de flèches de fer et une épée à deux mains en fer. c'est un excellent guerrier, notamment en raison de sa résilience.
Stenvar est particulièrement bavard, faisant diverses remarques sur les nombreux endroits de Bordeciel qu'il visite au cours de son suivi du joueur. il n'aime pas particulièrement les grottes et les mines en raison de leur nature froide et menaçante, et il exprimera son malaise dans de tels endroits.
citations:
si le joueur l'a engagé dans le passé, mais n'utilise pas ses services actuellement : ""Eh bien, regardez qui c'est. J'ai beaucoup évité les ennuis ? J'espère que non ! Si vous avez besoin de briser des crânes, je suis toujours disponible pour embaucher.""
si à l'intérieur d'une ruine dwemer : ""je parie qu'il a fallu un an à un artisan dwemer pour construire ça.""
si à l'intérieur d'un fort : ""quand j'étais petit, je rêvais d'avoir un de ces endroits pour moi tout seul"".
si à l'intérieur d'une ancienne ruine nordique : « on dit que des ruines comme celles-ci sont remplies de trésors ; bien sûr, elles sont aussi remplies de pièges. Je parie que certains de ces artefacts rapporteraient un bon prix. J'espère qu'ils ne sont pas maudits. "".
si à l'intérieur d'un repaire de bandits : ""peut-être que nous rencontrerons des bandits qui ont fini de rôtir un Lapin à la broche. peut-être qu'ils auront aussi un fût de bière.""
si dans une Grotte : ""à neuf heures, je paierais cher une pinte de bière pour me réchauffer les os.""
s'il est fiancé au joueur : « le mariage est pour bientôt. ce sera une bonne journée. qui aurait pensé que je me marierais ?
si le joueur est sa femme : ""si quelqu'un dérange ma femme, je le battrai à mort avec sa propre tête coupée.""",/wiki/Stenvar,NordMaleBrute,MaleBrute,Nord,Male,Human,0B998C,0B9983,Bethesda,en,Shawn - done
Stig Planche-Salée,MaleSlyCynical,"Stig Planche-Salée est un Capitaine Nordique des pirates résidant à Aubétoile. il est capitaine dans le clan pirate des Horqueurs sanguinaires, et ce depuis neuf ans. lui et son équipage attaquent les navires de la compagnie.
Stig est le seul moyen de découvrir où se trouve la principale base d'opérations du clan Pirate. l'enfant de dragon doit soit le soudoyer, soit se bagarrer avec lui pour obtenir l'information.
la note dans la poche de Stig peut également être lue pour obtenir les informations et continuer la quête.
Stig : ""Viens maintenant, chérie, nous ne sommes sûrement pas si mauvais que ça."" Karita : "" juste... laisse-moi tranquille ! J'ai apporté ton hydromel, maintenant bois-le et ferme ta sale gueule. """,/wiki/Stig_Salt-Plank,NordMaleSlyCynical,MaleSlyCynical,Nord,Male,Human,01DC01,01DC00,Bethesda,en,
Messager des Sombrages,,"Les Messagers des Sombragess sont des personnes utilisées par la rébellion des Stormcloaks pour livrer des fournitures et des lettres essentielles à la guerre.
ces soldats courent généralement le long des routes principales de Bordeciel, bien qu'ils puissent parfois être trouvés au hasard dans la nature.
ils portent un ensemble complet d'armures stormcloak. ils portent également un arc de chasse avec un carquois de flèches en acier. pour compléter leur arme principale, ils portent également un poignard en acier.",/wiki/Stormcloak_Courier,NordMale,,Nord,Either,Human,,03BCC7,Bethesda,en,Shawn - started
Général des Sombrages,,Le Général des Sombragess est un officier de l'armée des Stormcloaks. ils peuvent être ennemis ou alliés selon la faction qui s'est alliée pendant la guerre civile de Bordeciel. ces généraux font partie de l'armée Stormcloak et apparaissent lors de plusieurs batailles de guerre civile contre la légion impériale. ils portent une armure d'officier stormcloak.,/wiki/Stormcloak_General,NordMale,,Nord,Either,Human,,0559DF,Bethesda,en,Shawn - started
Intendant des Sombrages,,"L'Intendant des Sombrages est un Nordique rencontré dans l'un des camps militaires de Stormcloak de Bordeciel. ils soignent les soldats blessés et malades et vendent des marchandises.
si un Étranger refuse de quitter le camp, l'Intendant des Sombrages et les soldats environnants deviendront offensés et hostiles.",/wiki/Stormcloak_Quartermaster,NordMale,,Nord,Either,Human,,016ACE,Bethesda,en,Shawn - started
